I-iSQI,I-bSQI,I-pSQI,I-sSQI,I-kSQI,I-fSQI,II-iSQI,II-bSQI,II-pSQI,II-sSQI,II-kSQI,II-fSQI,III-iSQI,III-bSQI,III-pSQI,III-sSQI,III-kSQI,III-fSQI,AVR-iSQI,AVR-bSQI,AVR-pSQI,AVR-sSQI,AVR-kSQI,AVR-fSQI,AVL-iSQI,AVL-bSQI,AVL-pSQI,AVL-sSQI,AVL-kSQI,AVL-fSQI,AVF-iSQI,AVF-bSQI,AVF-pSQI,AVF-sSQI,AVF-kSQI,AVF-fSQI,V1-iSQI,V1-bSQI,V1-pSQI,V1-sSQI,V1-kSQI,V1-fSQI,V2-iSQI,V2-bSQI,V2-pSQI,V2-sSQI,V2-kSQI,V2-fSQI,V3-iSQI,V3-bSQI,V3-pSQI,V3-sSQI,V3-kSQI,V3-fSQI,V4-iSQI,V4-bSQI,V4-pSQI,V4-sSQI,V4-kSQI,V4-fSQI,V5-iSQI,V5-bSQI,V5-pSQI,V5-sSQI,V5-kSQI,V5-fSQI,V6-iSQI,V6-bSQI,V6-pSQI,V6-sSQI,V6-kSQI,V6-fSQI,label
0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,0,0,0,1,0,0,1.155274e+00,1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.718544e-01,0,0,1.155274e+00,-1.274456e+00,1,2.718544e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,-1
2.500000e-01,2.307692e-01,8.446524e-01,1.039109e+00,1,8.601720e-03,1.538462e-01,2.307692e-01,1.004515e+00,9.977032e-01,1,1.160232e-02,1.538462e-01,2.307692e-01,7.653355e-01,-3.020551e-01,0,9.001800e-03,2.500000e-01,2.307692e-01,8.886232e-01,-1.189876e+00,1,7.201440e-03,1.538462e-01,2.307692e-01,1.076559e+00,-3.221513e-01,1,9.601920e-03,2.500000e-01,2.307692e-01,8.451071e-01,6.903119e-01,1,1.000200e-02,1.538462e-01,2.307692e-01,9.770093e-01,-1.181255e+00,1,2.020404e-02,2.500000e-01,2.307692e-01,8.850085e-01,-2.173982e+00,1,1.480296e-02,2.500000e-01,2.307692e-01,9.728194e-01,-2.316855e+00,1,2.020404e-02,2.500000e-01,2.307692e-01,1.116984e+00,-2.150857e+00,1,2.160432e-02,2.500000e-01,2.307692e-01,1.111395e+00,-3.963359e-01,1,1.560312e-02,2.500000e-01,2.307692e-01,9.171826e-01,1.101800e+00,1,1.120224e-02,1
3.333333e-01,2.222222e-01,1.009877e+00,3.997076e-01,1,2.740548e-02,3.333333e-01,2.222222e-01,7.737238e-01,8.582386e-01,1,1.940388e-02,3.333333e-01,2.222222e-01,1.012818e+00,2.961884e+00,1,1.900380e-02,3.333333e-01,2.222222e-01,7.816048e-01,-7.832273e-01,1,2.080416e-02,3.333333e-01,2.222222e-01,9.570073e-01,1.317774e+00,1,1.800360e-02,3.333333e-01,2.222222e-01,1.131308e+00,-2.901225e+00,1,2.640528e-02,3.333333e-01,2.222222e-01,1.009543e+00,6.314426e-01,1,2.320464e-02,3.333333e-01,2.222222e-01,9.565389e-01,-3.688141e-01,1,2.300460e-02,3.333333e-01,2.222222e-01,8.885949e-01,-1.524236e+00,1,1.920384e-02,3.333333e-01,2.222222e-01,9.213328e-01,-3.067812e-01,1,2.340468e-02,3.333333e-01,2.222222e-01,9.488302e-01,6.405226e-01,1,3.160632e-02,3.333333e-01,2.222222e-01,1.045649e+00,5.229537e-01,1,2.380476e-02,1
1.250000e-01,1.428571e-01,1.012772e+00,-3.029984e-01,1,3.360672e-02,2.857143e-01,1.428571e-01,4.090213e-01,6.560226e-01,0,9.401880e-03,2.857143e-01,1.428571e-01,4.228406e-01,1.213349e+00,1,1.120224e-02,0,1.428571e-01,3.829004e-01,-6.930126e-01,0,1.100220e-02,2.857143e-01,1.428571e-01,3.746676e-01,9.247901e-01,1,1.120224e-02,2.857143e-01,1.428571e-01,6.288963e-01,-1.610825e+00,1,1.320264e-02,0,0,0,0,0,1,0,0,0,0,0,1,1.250000e-01,1.428571e-01,1.170466e-01,4.828523e-02,0,6.201240e-03,2.857143e-01,1.428571e-01,6.249080e-01,-1.954881e+00,1,9.001800e-03,2.857143e-01,1.428571e-01,8.045705e-01,2.278494e-01,1,1.320264e-02,1.250000e-01,1.428571e-01,6.972745e-01,1.261282e+00,1,1.160232e-02,-1
3.750000e-01,1.764706e-01,9.176205e-01,-3.228437e-01,1,1.640328e-02,3.750000e-01,1.764706e-01,8.679016e-01,1.963152e-01,1,1.260252e-02,3.750000e-01,1.764706e-01,9.367187e-01,6.971053e-01,1,1.320264e-02,3.750000e-01,1.764706e-01,7.718777e-01,2.014212e-02,1,1.280256e-02,2.222222e-01,1.764706e-01,8.998592e-01,4.038037e-01,1,1.300260e-02,3.750000e-01,1.764706e-01,1.018890e+00,-1.737798e+00,1,2.040408e-02,2.222222e-01,1.764706e-01,1.034076e+00,-1.696057e+00,1,2.400480e-02,3.750000e-01,1.764706e-01,1.151977e+00,-3.041364e+00,1,1.760352e-02,3.750000e-01,1.764706e-01,1.224496e+00,-2.492059e+00,1,8.401680e-03,3.750000e-01,1.764706e-01,1.090311e+00,-1.792773e+00,1,1.040208e-02,3.750000e-01,1.764706e-01,1.037057e+00,-9.700162e-01,1,7.201440e-03,3.750000e-01,1.764706e-01,9.279462e-01,-4.224350e-01,1,1.380276e-02,1
2.222222e-01,1.666667e-01,3.575915e-01,-5.748410e-01,0,1.520304e-02,1.000000e-01,1.666667e-01,1.168155e+00,4.598020e-01,0,1.080216e-02,1.000000e-01,1.666667e-01,1.088077e+00,5.017902e-01,0,5.401080e-03,1.000000e-01,1.666667e-01,3.484224e-01,-3.576188e-01,0,1.200240e-02,2.222222e-01,1.666667e-01,1.142969e+00,4.848259e-01,0,7.201440e-03,2.222222e-01,1.666667e-01,8.988207e-01,-5.221492e-01,0,7.601520e-03,2.222222e-01,1.666667e-01,5.998676e-01,-1.856405e-01,0,2.140428e-02,1.000000e-01,1.666667e-01,2.862209e-01,3.074498e-01,0,1.140228e-02,2.222222e-01,1.666667e-01,5.736306e-01,5.080573e-01,0,8.001600e-03,2.222222e-01,1.666667e-01,8.250873e-01,4.868719e-01,0,7.601520e-03,1.000000e-01,1.666667e-01,9.745114e-01,4.869712e-01,0,9.601920e-03,2.222222e-01,1.666667e-01,9.800943e-01,4.615503e-01,0,1.020204e-02,1
2.500000e-01,1.538462e-01,1.349963e+00,-3.398784e-01,0,5.601120e-03,2.500000e-01,1.538462e-01,1.220589e+00,-6.197057e-01,1,6.201240e-03,1.111111e-01,1.538462e-01,1.295877e+00,-2.560131e+00,1,5.201040e-03,2.500000e-01,1.538462e-01,1.269614e+00,4.943011e-01,1,9.401880e-03,1.111111e-01,1.538462e-01,1.361065e+00,-9.827326e-01,1,5.601120e-03,2.500000e-01,1.538462e-01,1.220181e+00,2.688663e-01,1,4.800960e-03,2.500000e-01,1.538462e-01,1.144343e+00,-4.290129e-01,1,7.201440e-03,0,0,3.528565e-01,-1.015643e+00,1,5.601120e-03,2.500000e-01,1.538462e-01,1.467101e+00,-2.258762e+00,1,2.000400e-02,2.500000e-01,1.538462e-01,1.424213e+00,-1.569080e+00,1,1.460292e-02,2.500000e-01,1.538462e-01,1.328128e+00,-9.134513e-01,1,1.720344e-02,1.111111e-01,1.538462e-01,1.256813e+00,-5.947088e-01,1,1.060212e-02,-1
2.307692e-01,1.764706e-01,1.173568e+00,5.253650e-01,1,3.400680e-03,6.666667e-02,1.875000e-01,1.089551e+00,-1.152869e-01,1,3.600720e-03,2.307692e-01,1.875000e-01,1.165606e+00,-2.491071e+00,1,4.200840e-03,2.307692e-01,1.666667e-01,9.821480e-01,-3.151548e-01,1,5.201040e-03,2.307692e-01,1.875000e-01,1.168432e+00,-1.732265e+00,1,3.600720e-03,2.307692e-01,1.875000e-01,1.148754e+00,1.931851e+00,1,4.600920e-03,6.666667e-02,1.875000e-01,1.286967e+00,-1.670181e-01,0,4.600920e-03,6.666667e-02,1.875000e-01,1.033284e+00,8.209041e-02,1,9.201840e-03,2.307692e-01,1.875000e-01,8.648357e-01,-2.252492e-01,0,7.001400e-03,2.307692e-01,1.875000e-01,1.277415e+00,1.844885e+00,1,5.001000e-03,2.307692e-01,1.875000e-01,9.862767e-01,5.668831e-01,1,3.200640e-03,2.307692e-01,1.764706e-01,3.989475e-01,2.007053e-01,1,2.600520e-03,1
2.000000e-01,2.500000e-01,7.002920e-01,1.524890e-01,1,2.240448e-02,9.090909e-02,0,1.661587e-01,3.867129e-01,0,4.340868e-02,2.000000e-01,2.500000e-01,1.189171e+00,2.981898e-01,1,2.000400e-02,2.000000e-01,2.500000e-01,4.137397e-01,-3.310160e-01,1,2.240448e-02,2.000000e-01,2.500000e-01,1.331010e+00,9.349158e-01,1,4.520904e-02,9.090909e-02,2.500000e-01,9.703637e-01,-4.208568e-02,1,2.540508e-02,9.090909e-02,2.500000e-01,1.051522e+00,-1.696457e-01,1,8.641728e-02,2.000000e-01,2.500000e-01,1.033371e+00,2.410459e-01,1,2.680536e-02,2.000000e-01,2.500000e-01,1.162923e+00,1.809705e-01,1,4.460892e-02,2.000000e-01,2.500000e-01,7.992349e-01,-4.396074e-01,1,2.520504e-02,9.090909e-02,2.500000e-01,6.196415e-01,-8.650603e-01,1,2.760552e-02,9.090909e-02,2.500000e-01,6.002349e-01,3.115977e-01,1,3.340668e-02,1
1.333333e-01,1.818182e-01,1.008913e+00,-3.750119e-01,1,1.560312e-02,6.250000e-02,1.818182e-01,1.170188e+00,4.911020e-01,1,2.700540e-02,0,0,2.389584e-01,3.507903e-01,0,1.000200e-02,1.333333e-01,1.818182e-01,1.072235e+00,1.460095e-02,1,1.540308e-02,6.250000e-02,1.818182e-01,1.001261e+00,1.067698e+00,1,1.820364e-02,6.250000e-02,1.818182e-01,8.041987e-01,-5.990279e-01,0,1.220244e-02,6.250000e-02,7.692308e-02,8.805801e-01,-8.525328e-01,1,3.960792e-02,6.250000e-02,1.818182e-01,7.400633e-01,4.691864e-01,0,2.160432e-02,6.250000e-02,1.818182e-01,7.602031e-01,3.664866e-02,0,1.060212e-02,1.333333e-01,1.818182e-01,6.953444e-01,-1.247474e+00,1,1.700340e-02,6.250000e-02,1.818182e-01,9.586145e-01,-6.022946e-01,1,1.100220e-02,1.333333e-01,1.818182e-01,9.263865e-01,1.087087e-01,1,1.340268e-02,1
2.857143e-01,1.538462e-01,7.783975e-01,1.416104e+00,1,1.360272e-02,2.857143e-01,1.538462e-01,8.265368e-01,7.442492e-01,1,2.540508e-02,2.857143e-01,1.538462e-01,1.023407e+00,1.726831e+00,1,1.700340e-02,2.857143e-01,1.538462e-01,7.214370e-01,-1.234613e+00,1,1.840368e-02,2.857143e-01,1.538462e-01,1.239766e+00,4.040730e-01,1,2.120424e-02,1.250000e-01,1.538462e-01,1.016051e+00,-1.412585e-01,1,2.740548e-02,1.250000e-01,1.538462e-01,9.129279e-01,-5.657629e-01,1,1.180236e-02,2.857143e-01,1.538462e-01,4.580620e-01,-1.864430e+00,1,1.500300e-02,2.857143e-01,1.538462e-01,4.675362e-01,-1.165025e+00,1,1.000200e-02,2.857143e-01,1.538462e-01,3.092683e-01,2.203201e-02,1,9.801960e-03,2.857143e-01,1.538462e-01,6.822060e-01,5.160659e-02,1,1.160232e-02,2.857143e-01,1.538462e-01,7.248985e-01,6.345302e-01,1,1.500300e-02,1
3.333333e-01,1.111111e-01,1.087211e+00,-4.037747e-01,1,2.020404e-02,3.333333e-01,1.111111e-01,1.000672e+00,-6.281219e-01,1,2.400480e-02,3.333333e-01,1.111111e-01,9.380411e-01,-2.396232e+00,1,1.880376e-02,3.333333e-01,1.111111e-01,9.835050e-01,6.460678e-01,1,1.640328e-02,3.333333e-01,1.111111e-01,1.017881e+00,-7.366863e-01,1,2.520504e-02,3.333333e-01,1.111111e-01,9.983378e-01,1.674834e-01,1,1.720344e-02,0,1.000000e-01,1.748580e+00,6.819828e-01,1,1.660332e-02,3.333333e-01,1.111111e-01,6.068725e-01,-8.834967e-01,1,2.280456e-02,3.333333e-01,1.111111e-01,7.027055e-01,-1.982116e+00,1,2.600520e-02,3.333333e-01,1.111111e-01,7.607974e-01,-3.099802e+00,1,1.520304e-02,3.333333e-01,1.111111e-01,7.819532e-01,-1.942425e+00,1,1.680336e-02,3.333333e-01,1.111111e-01,8.319549e-01,-1.051870e+00,1,1.640328e-02,1
3.333333e-01,1.111111e-01,6.797793e-01,7.451945e-02,1,3.200640e-02,3.333333e-01,1.111111e-01,6.821649e-01,2.343657e-01,1,3.360672e-02,3.333333e-01,1.111111e-01,9.117067e-01,6.825219e-02,1,2.780556e-02,3.333333e-01,1.111111e-01,6.487760e-01,-2.599784e-01,1,2.500500e-02,0,1.111111e-01,7.272488e-01,1.735635e-01,1,3.180636e-02,3.333333e-01,1.111111e-01,1.158152e+00,-1.869043e+00,1,3.960792e-02,3.333333e-01,1.111111e-01,1.146511e+00,-2.301108e+00,1,5.581116e-02,0,1.111111e-01,5.453483e-01,-1.070310e+00,1,1.380276e-02,3.333333e-01,1.111111e-01,6.049609e-01,-3.877444e-02,1,1.980396e-02,3.333333e-01,1.111111e-01,6.061209e-01,2.299627e-01,1,2.360472e-02,3.333333e-01,1.111111e-01,7.038890e-01,2.932330e-01,1,2.260452e-02,3.333333e-01,1.111111e-01,7.267167e-01,3.986445e-01,1,2.180436e-02,1
2.000000e-01,1.000000e-01,9.408958e-01,1.340067e+00,1,7.321464e-02,2.000000e-01,1.000000e-01,4.651514e-01,2.093929e+00,1,4.760952e-02,0,1.250000e-01,4.487309e-01,1.188124e+00,1,2.740548e-02,2.000000e-01,1.000000e-01,8.015266e-01,-2.588789e+00,1,5.721144e-02,2.000000e-01,1.000000e-01,1.331325e-01,7.361309e-01,1,3.400680e-02,0,2.000000e-01,1.145425e+00,-9.095154e-01,1,5.461092e-02,2.000000e-01,1.000000e-01,7.453513e-01,-2.136749e-01,1,4.780956e-02,2.000000e-01,1.000000e-01,8.668818e-01,-1.905409e+00,1,4.280856e-02,2.000000e-01,1.000000e-01,1.081756e+00,-1.558140e+00,1,3.560712e-02,2.000000e-01,1.000000e-01,1.167783e+00,-2.252848e+00,1,4.080816e-02,2.000000e-01,1.000000e-01,1.152724e+00,-7.056250e-01,1,4.980996e-02,2.000000e-01,1.000000e-01,1.043782e+00,1.443900e+00,1,2.320464e-02,1
3.333333e-01,1.000000e-01,1.170531e+00,5.313905e-01,1,1.560312e-02,3.333333e-01,1.000000e-01,1.122145e+00,7.404592e-01,1,1.520304e-02,0,1.111111e-01,5.610926e-01,4.974858e-01,1,1.120224e-02,3.333333e-01,1.000000e-01,1.168778e+00,-6.735640e-01,1,2.020404e-02,0,1.000000e-01,8.947994e-01,6.396164e-01,1,1.540308e-02,3.333333e-01,1.000000e-01,1.052910e+00,1.531131e-01,1,1.620324e-02,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,3.333333e-01,1.000000e-01,1.274521e+00,-2.504975e+00,1,1.700340e-02,3.333333e-01,1.000000e-01,1.163628e+00,-2.034170e+00,1,2.460492e-02,3.333333e-01,1.000000e-01,1.133731e+00,-3.582762e-01,1,1.880376e-02,3.333333e-01,1.000000e-01,1.133528e+00,3.386972e-01,1,3.160632e-02,3.333333e-01,1.000000e-01,1.163622e+00,4.941204e-01,1,2.880576e-02,-1
1.153846e-01,1.000000e-01,1.850122e-01,-3.815633e-01,1,7.601520e-03,7.407407e-02,1.111111e-01,2.665678e-01,-1.673987e-02,1,8.601720e-03,7.407407e-02,0,4.928506e-01,2.757400e-01,1,6.601320e-03,7.407407e-02,7.692308e-02,1.591683e-01,3.016609e-01,1,1.120224e-02,1.153846e-01,1.000000e-01,4.836776e-01,2.314402e-01,1,1.120224e-02,3.571429e-02,1.111111e-01,2.950162e-01,-3.141580e-01,1,7.201440e-03,7.407407e-02,0,1.496436e-01,-7.844197e-01,1,5.601120e-03,7.407407e-02,2.666667e-01,1.939240e-01,-8.746203e-01,1,9.001800e-03,3.571429e-02,0,1.688493e-01,1.448226e+00,1,4.000800e-03,3.571429e-02,2.666667e-01,1.132242e-01,1.416734e+00,1,4.600920e-03,7.407407e-02,1.428571e-01,1.232074e-01,1.535394e+00,1,3.600720e-03,0,0,7.634836e-02,-1.877509e-02,1,1.800360e-03,-1
1.250000e-01,1.428571e-01,9.971456e-01,1.320296e+00,1,3.260652e-02,1.250000e-01,1.428571e-01,9.965269e-01,-5.985845e-01,1,1.360272e-02,2.857143e-01,1.428571e-01,8.384170e-01,-8.984680e-01,1,7.801560e-03,2.857143e-01,1.428571e-01,9.522740e-01,8.456213e-02,1,1.180236e-02,1.250000e-01,1.428571e-01,1.005958e+00,-7.600577e-01,1,9.601920e-03,2.857143e-01,1.428571e-01,8.736906e-01,1.644600e+00,1,1.480296e-02,2.857143e-01,1.428571e-01,9.043736e-01,-8.315163e-01,1,1.380276e-02,2.857143e-01,1.428571e-01,1.020303e+00,-1.339495e+00,1,1.440288e-02,2.857143e-01,1.428571e-01,1.113677e+00,-1.967506e+00,1,1.260252e-02,2.857143e-01,1.176471e-01,9.314795e-01,-2.829430e-01,1,9.401880e-03,2.857143e-01,1.428571e-01,1.068681e+00,2.358060e-01,1,1.180236e-02,2.857143e-01,1.428571e-01,9.482713e-01,8.398193e-01,1,1.840368e-02,1
0,1.428571e-01,5.616985e-01,-5.717217e-01,1,1.520304e-02,2.000000e-01,1.428571e-01,1.191085e+00,-5.300565e-01,0,9.601920e-03,2.000000e-01,1.428571e-01,8.378360e-01,-3.441690e-01,1,1.420284e-02,2.000000e-01,1.428571e-01,1.239050e+00,5.411156e-01,0,1.200240e-02,2.000000e-01,1.428571e-01,9.401140e-01,-5.065087e-01,1,1.140228e-02,9.090909e-02,1.428571e-01,7.310933e-01,-1.589293e-01,1,1.120224e-02,2.000000e-01,1.428571e-01,1.307255e+00,-4.041028e-01,1,5.801160e-03,2.000000e-01,1.428571e-01,9.378505e-01,-4.960392e-01,0,4.400880e-03,9.090909e-02,1.428571e-01,6.447876e-01,-5.725263e-01,1,5.801160e-03,9.090909e-02,1.428571e-01,1.016990e+00,-1.207893e+00,1,9.601920e-03,2.000000e-01,1.428571e-01,1.257096e+00,-8.718329e-01,1,1.300260e-02,9.090909e-02,1.428571e-01,1.358230e+00,-7.806568e-01,1,1.560312e-02,1
2.857143e-01,1.428571e-01,6.605568e-01,2.614471e-01,1,1.820364e-02,2.857143e-01,1.428571e-01,1.000100e+00,2.290479e-01,1,1.600320e-02,1.250000e-01,0,4.275735e-01,5.050801e-01,0,1.220244e-02,2.857143e-01,1.428571e-01,8.625421e-01,-2.190247e-01,1,1.520304e-02,2.857143e-01,1.428571e-01,1.033402e+00,3.442880e-01,1,1.600320e-02,2.857143e-01,1.428571e-01,3.009617e-01,1.806247e-01,0,1.380276e-02,1.250000e-01,1.428571e-01,5.919708e-01,-4.632284e-01,1,2.120424e-02,1.250000e-01,1.428571e-01,7.205880e-01,-5.345105e-01,1,1.300260e-02,2.857143e-01,1.333333e-01,9.614656e-01,8.610072e-01,1,1.880376e-02,2.857143e-01,1.428571e-01,1.015895e+00,5.629053e-01,1,1.680336e-02,2.857143e-01,1.428571e-01,9.174306e-01,4.567412e-01,1,1.940388e-02,2.857143e-01,1.428571e-01,8.483942e-01,4.762431e-01,1,1.780356e-02,1
3.000000e-01,1.666667e-01,1.997778e-01,-3.171267e-02,1,9.001800e-03,3.000000e-01,1.666667e-01,7.461810e-01,4.039734e-01,1,3.400680e-03,1.818182e-01,1.666667e-01,1.128395e+00,7.029773e-01,1,1.600320e-03,3.000000e-01,1.666667e-01,5.124158e-01,-2.223520e-01,1,5.401080e-03,3.000000e-01,1.666667e-01,9.301343e-01,5.620530e-01,1,5.401080e-03,3.000000e-01,1.666667e-01,1.188257e+00,-6.472316e-01,1,5.801160e-03,3.000000e-01,1.666667e-01,6.199228e-01,-2.239015e-02,1,8.001600e-03,0,1.666667e-01,3.441548e-01,-8.859083e-02,0,6.001200e-03,3.000000e-01,1.500000e-01,1.109442e-01,1.289126e-01,0,5.601120e-03,0,0,2.330273e-01,1.230228e-02,0,2.400480e-03,1.818182e-01,1.578947e-01,4.420055e-01,4.963506e-01,0,3.400680e-03,3.000000e-01,1.666667e-01,7.802626e-01,5.978815e-01,0,7.601520e-03,1
2.222222e-01,1.666667e-01,4.820354e-01,-7.046717e-01,1,4.800960e-03,1.000000e-01,1.666667e-01,7.059072e-01,7.841340e-01,1,8.201640e-03,2.222222e-01,0,7.963124e-01,8.778122e-01,1,3.400680e-03,2.222222e-01,1.666667e-01,7.819614e-01,-2.817688e-02,1,9.801960e-03,1.000000e-01,0,8.655025e-01,8.670697e-01,1,8.001600e-03,2.222222e-01,1.666667e-01,5.483359e-01,-8.453689e-01,1,5.001000e-03,2.222222e-01,1.666667e-01,7.592487e-01,2.184204e-01,1,9.201840e-03,0,1.666667e-01,1.115395e+00,4.806812e-01,1,9.801960e-03,1.000000e-01,1.666667e-01,1.258591e+00,6.641601e-01,0,8.801760e-03,2.222222e-01,0,1.570619e-01,-2.787260e-02,1,3.400680e-03,2.222222e-01,0,9.390077e-02,3.709581e-02,1,6.801360e-03,2.222222e-01,1.666667e-01,7.819030e-01,2.840796e-01,1,1.060212e-02,1
2.500000e-01,1.176471e-01,5.948290e-02,-1.398812e-01,1,4.600920e-03,0,0,1.240241e-01,-1.464063e+00,1,4.880976e-02,6.666667e-01,0,1.240479e-01,-1.458142e+00,1,2.400480e-03,6.666667e-01,0,1.240429e-01,1.469345e+00,1,6.201240e-03,6.666667e-01,0,1.240567e-01,-1.461159e+00,1,5.801160e-03,2.500000e-01,0,1.240275e-01,1.451602e+00,1,3.400680e-03,0,0,1.503789e-01,-8.888971e-01,1,5.181036e-02,0,0,1.496556e-01,-8.879055e-01,1,5.101020e-02,0,0,1.598231e-01,-9.180436e-01,1,5.541108e-02,0,0,1.547424e-01,-9.015780e-01,1,5.441088e-02,0,0,1.483966e-01,-8.806651e-01,1,5.141028e-02,0,0,1.499374e-01,-8.866646e-01,1,5.181036e-02,-1
1.428571e-01,1.764706e-01,2.913022e-01,-1.025135e+00,1,7.601520e-03,2.307692e-01,1.764706e-01,1.120976e+00,1.084047e-01,1,1.440288e-02,2.307692e-01,1.764706e-01,1.034757e+00,1.436288e+00,1,1.020204e-02,1.428571e-01,1.764706e-01,4.063036e-01,3.957723e-01,1,1.120224e-02,1.428571e-01,1.764706e-01,1.316859e+00,1.262375e+00,1,8.401680e-03,1.428571e-01,1.764706e-01,6.221349e-01,-1.321298e+00,1,7.201440e-03,2.307692e-01,1.764706e-01,6.744422e-01,-3.514441e-02,1,1.720344e-02,6.666667e-02,1.764706e-01,5.708364e-01,-5.337875e-01,0,5.601120e-03,3.333333e-01,1.818182e-01,1.182999e+00,-5.984621e-01,1,7.001400e-03,3.333333e-01,2.000000e-01,1.231557e+00,-7.613491e-01,1,9.601920e-03,2.307692e-01,1.764706e-01,1.226491e+00,-8.808402e-01,1,1.560312e-02,2.307692e-01,1.764706e-01,1.146138e+00,-1.822948e-01,1,2.260452e-02,1
1.818182e-01,2.142857e-01,9.651237e-01,3.555640e-01,1,2.040408e-02,1.818182e-01,2.142857e-01,9.234491e-01,1.387550e+00,1,1.120224e-02,1.818182e-01,2.142857e-01,8.961671e-01,2.466774e+00,1,1.020204e-02,3.000000e-01,2.142857e-01,9.018680e-01,-1.050265e+00,1,1.180236e-02,3.000000e-01,2.142857e-01,9.244002e-01,1.819645e+00,1,9.201840e-03,3.000000e-01,2.142857e-01,8.857291e-01,-3.368561e+00,1,1.340268e-02,3.000000e-01,2.142857e-01,9.869464e-01,-1.813364e+00,1,1.700340e-02,3.000000e-01,2.142857e-01,1.100813e+00,-1.994973e+00,1,1.360272e-02,3.000000e-01,2.142857e-01,8.337333e-01,-1.350800e+00,1,1.280256e-02,3.000000e-01,2.142857e-01,8.470940e-01,-3.105573e+00,1,1.260252e-02,3.000000e-01,2.142857e-01,1.179402e+00,-1.798044e+00,1,1.320264e-02,0,0,1.825972e-01,-4.907023e-01,1,8.001600e-04,-1
8.333333e-02,1.818182e-01,1.338849e+00,5.051273e-01,1,1.900380e-02,8.333333e-02,1.818182e-01,1.736950e+00,1.787624e+00,1,2.760552e-02,8.333333e-02,1.818182e-01,4.278477e-01,1.157377e-01,0,1.160232e-02,1.818182e-01,1.818182e-01,1.750850e+00,-1.426063e+00,1,3.240648e-02,1.818182e-01,1.818182e-01,1.190874e+00,1.330724e+00,1,2.180436e-02,8.333333e-02,1.818182e-01,4.718191e-01,-3.197958e-02,1,1.920384e-02,1.818182e-01,1.818182e-01,7.518479e-01,-7.957676e-01,0,9.601920e-03,1.818182e-01,1.818182e-01,7.166871e-01,-1.585190e+00,1,1.820364e-02,1.818182e-01,1.818182e-01,1.379628e+00,-1.732533e-01,1,3.680736e-02,8.333333e-02,1.818182e-01,1.023089e+00,-4.998913e-01,0,2.180436e-02,8.333333e-02,1.818182e-01,8.639939e-01,-1.283873e+00,1,2.640528e-02,1.818182e-01,1.818182e-01,8.126395e-01,-7.523277e-01,1,1.260252e-02,1
2.500000e-01,1.818182e-01,7.368457e-01,2.839752e-01,1,7.601520e-03,2.500000e-01,1.818182e-01,8.726119e-01,-1.652737e+00,1,1.020204e-02,2.500000e-01,1.818182e-01,8.529640e-01,5.555627e-01,1,8.001600e-03,2.500000e-01,1.818182e-01,7.539733e-01,-3.182087e-01,1,1.340268e-02,2.500000e-01,1.818182e-01,5.575705e-01,3.848495e-01,1,6.601320e-03,1.111111e-01,1.818182e-01,9.289638e-01,-1.830532e-01,1,1.120224e-02,1.111111e-01,1.818182e-01,5.215099e-01,-1.565014e-01,1,9.801960e-03,2.500000e-01,1.818182e-01,5.093251e-01,-1.167805e-01,1,9.801960e-03,2.500000e-01,1.818182e-01,3.804029e-01,7.863471e-02,1,1.160232e-02,1.111111e-01,1.818182e-01,6.446802e-01,-1.668842e+00,1,1.320264e-02,2.500000e-01,1.818182e-01,9.295242e-01,-2.259802e+00,1,1.680336e-02,2.500000e-01,1.818182e-01,6.477273e-01,-5.380744e-01,1,8.601720e-03,1
1.538462e-01,1.500000e-01,1.115237e+00,-1.063018e-01,1,1.020204e-02,1.538462e-01,1.500000e-01,7.935870e-01,2.376871e-01,0,1.120224e-02,7.142857e-02,1.500000e-01,9.857434e-01,-2.796683e-01,0,8.601720e-03,2.500000e-01,1.500000e-01,9.460187e-01,-1.034742e-01,1,7.601520e-03,1.538462e-01,1.500000e-01,6.580473e-01,-4.121851e-01,0,8.201640e-03,1.538462e-01,1.500000e-01,1.184269e+00,-1.981794e-01,0,5.801160e-03,2.500000e-01,1.500000e-01,9.900706e-01,1.197484e-01,0,1.100220e-02,2.500000e-01,1.500000e-01,1.081652e+00,-2.028781e-01,0,6.601320e-03,2.500000e-01,1.500000e-01,7.698099e-01,-5.458452e-01,0,7.401480e-03,2.500000e-01,1.500000e-01,5.059141e-01,-1.197906e+00,1,7.201440e-03,1.538462e-01,1.500000e-01,6.123729e-01,-4.147415e-01,1,1.680336e-02,2.500000e-01,1.500000e-01,8.067534e-01,2.706158e-01,1,1.320264e-02,1
